Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name	Gene name	Mouse homology type
ENSG00000214376	ENSG00000214376.6	ENSMUSG00000031937	Vstm5	VSTM5	ortholog_one2one
ENSG00000233911	ENSG00000233911.9			POU5F1	
ENSG00000232758	ENSG00000232758.1			HCG27	
ENSG00000230985	ENSG00000230985.11			VARS2	
ENSG00000070669	ENSG00000070669.17	ENSMUSG00000029752	Asns	ASNS	ortholog_one2one
ENSG00000101049	ENSG00000101049.18	ENSMUSG00000017868	Sgk2	SGK2	ortholog_one2one
ENSG00000233841	ENSG00000233841.11			HLA-C	
ENSG00000196091	ENSG00000196091.15	ENSMUSG00000020061	Mybpc1	MYBPC1	ortholog_one2one
ENSG00000234495	ENSG00000234495.7			TRIM27	
ENSG00000233051	ENSG00000233051.9			MICA	
ENSG00000234411	ENSG00000234411.1			HCG14	
ENSG00000206379	ENSG00000206379.12			FLOT1	
ENSG00000225351	ENSG00000225351.4			ZNF311	
ENSG00000228147	ENSG00000228147.6			HCG22	
ENSG00000196705	ENSG00000196705.8			ZNF431	
ENSG00000223532	ENSG00000223532.10			HLA-B	
ENSG00000235915	ENSG00000235915.8			LST1	
ENSG00000131746	ENSG00000131746.13	ENSMUSG00000017607	Tns4	TNS4	ortholog_one2one
ENSG00000104450	ENSG00000104450.13	ENSMUSG00000037617	Spag1	SPAG1	ortholog_one2one
ENSG00000123892	ENSG00000123892.12	ENSMUSG00000030559	Rab38	RAB38	ortholog_one2one
ENSG00000226916	ENSG00000226916.8			WDR46	
ENSG00000290340	ENSG00000290340.1			HCG22	
ENSG00000248307	ENSG00000248307.6			LINC00616	
ENSG00000169006	ENSG00000169006.7	ENSMUSG00000020591	Ntsr2	NTSR2	ortholog_one2one
ENSG00000140522	ENSG00000140522.12	ENSMUSG00000039194	Rlbp1	RLBP1	ortholog_one2one
ENSG00000113657	ENSG00000113657.13	ENSMUSG00000024501	Dpysl3	DPYSL3	ortholog_one2one
ENSG00000236925	ENSG00000236925.7			LTB	
ENSG00000228784	ENSG00000228784.9			LINC00954	
ENSG00000169682	ENSG00000169682.18	ENSMUSG00000030741	Spns1	SPNS1	ortholog_one2one
ENSG00000188316	ENSG00000188316.15	ENSMUSG00000048029	Eno4	ENO4	ortholog_one2one
ENSG00000069482	ENSG00000069482.7	ENSMUSG00000024907	Gal	GAL	ortholog_one2one
ENSG00000226257	ENSG00000226257.9			STK19	
ENSG00000231179	ENSG00000231179.9			MICB	
ENSG00000163618	ENSG00000163618.18			CADPS	
ENSG00000171408	ENSG00000171408.14	ENSMUSG00000019990	Pde7b	PDE7B	ortholog_one2one
ENSG00000237703	ENSG00000237703.8			TRIM10	
ENSG00000172301	ENSG00000172301.11	ENSMUSG00000031458	Coprs	COPRS	ortholog_one2one
ENSG00000235657	ENSG00000235657.9			HLA-A	
ENSG00000224642	ENSG00000224642.2			HCG15	
ENSG00000235722	ENSG00000235722.1			TRIM31-AS1	
ENSG00000228978	ENSG00000228978.2			TNF	
ENSG00000232289	ENSG00000232289.8			OR11A1	
ENSG00000147403	ENSG00000147403.18			RPL10	
ENSG00000234096	ENSG00000234096.9			MOG	
ENSG00000227472	ENSG00000227472.8			TRIM10	
ENSG00000236019	ENSG00000236019.1			DDX39B-AS1	
ENSG00000196865	ENSG00000196865.4	ENSMUSG00000025078	Nhlrc2	NHLRC2	ortholog_one2one
ENSG00000197360	ENSG00000197360.9			ZNF98	
ENSG00000110660	ENSG00000110660.15	ENSMUSG00000042195	Slc35f2	SLC35F2	ortholog_one2one
ENSG00000169575	ENSG00000169575.5	ENSMUSG00000059280	Vpreb1b	VPREB1	ortholog_one2many
ENSG00000169575	ENSG00000169575.5	ENSMUSG00000059305	Vpreb1a	VPREB1	ortholog_one2many
ENSG00000223919	ENSG00000223919.8			LTA	
ENSG00000104435	ENSG00000104435.14	ENSMUSG00000027500	Stmn2	STMN2	ortholog_one2one
ENSG00000130338	ENSG00000130338.13	ENSMUSG00000034377	Tulp4	TULP4	ortholog_one2one
ENSG00000226404	ENSG00000226404.9			LY6G5C	
ENSG00000084754	ENSG00000084754.12	ENSMUSG00000025745	Hadha	HADHA	ortholog_one2one
ENSG00000131471	ENSG00000131471.7	ENSMUSG00000019326	Aoc3	AOC3	ortholog_one2one
ENSG00000227858	ENSG00000227858.1			ZFP57	
ENSG00000182141	ENSG00000182141.10			ZNF708	
ENSG00000242289	ENSG00000242289.1			OR5V1	
ENSG00000231975	ENSG00000231975.2			MCCD1	
ENSG00000140199	ENSG00000140199.13	ENSMUSG00000027130	Slc12a6	SLC12A6	ortholog_one2one
ENSG00000227804	ENSG00000227804.7			PPP1R10	
ENSG00000276051	ENSG00000276051.4			HLA-G	
ENSG00000182010	ENSG00000182010.11	ENSMUSG00000037846	Rtkn2	RTKN2	ortholog_one2one
ENSG00000251620	ENSG00000251620.3			STPG2-AS1	
ENSG00000155858	ENSG00000155858.6	ENSMUSG00000044847	Lsm11	LSM11	ortholog_one2one
ENSG00000227222	ENSG00000227222.7			DHX16	
ENSG00000214360	ENSG00000214360.5	ENSMUSG00000044056	Efcab9	EFCAB9	ortholog_one2one
ENSG00000232804	ENSG00000232804.5			HSPA1B	
ENSG00000232569	ENSG00000232569.8			GABBR1	
ENSG00000183850	ENSG00000183850.14			ZNF730	
ENSG00000151962	ENSG00000151962.8	ENSMUSG00000033882	Rbm46	RBM46	ortholog_one2one
ENSG00000187860	ENSG00000187860.11	ENSMUSG00000051427	Ccdc157	CCDC157	ortholog_one2one
ENSG00000197430	ENSG00000197430.11	ENSMUSG00000050121	Opalin	OPALIN	ortholog_one2one
ENSG00000054967	ENSG00000054967.13	ENSMUSG00000008318	Relt	RELT	ortholog_one2one
ENSG00000072364	ENSG00000072364.13	ENSMUSG00000049470	Aff4	AFF4	ortholog_one2one
ENSG00000154328	ENSG00000154328.16	ENSMUSG00000035121	Neil2	NEIL2	ortholog_one2one
ENSG00000274488	ENSG00000274488.4			LY6H	
ENSG00000233573	ENSG00000233573.9			TRIM31	
ENSG00000072501	ENSG00000072501.19	ENSMUSG00000041133	Smc1a	SMC1A	ortholog_one2one
ENSG00000187664	ENSG00000187664.9	ENSMUSG00000007594	Hapln4	HAPLN4	ortholog_one2one
ENSG00000234000	ENSG00000234000.8			PPP1R18	
ENSG00000242265	ENSG00000242265.6	ENSMUSG00000092035	Peg10	PEG10	ortholog_one2one
ENSG00000130024	ENSG00000130024.15	ENSMUSG00000023883	Phf10	PHF10	ortholog_one2one
ENSG00000243612	ENSG00000243612.5			HLA-DOB	
ENSG00000278032	ENSG00000278032.2			LY6E	
ENSG00000236490	ENSG00000236490.9			TAPBP	
ENSG00000236729	ENSG00000236729.6			HCG17	
ENSG00000237108	ENSG00000237108.1			MUC22	
ENSG00000131748	ENSG00000131748.16	ENSMUSG00000018167	Stard3	STARD3	ortholog_one2one
ENSG00000177989	ENSG00000177989.14	ENSMUSG00000047394	Odf3b	ODF3B	ortholog_one2one
ENSG00000236315	ENSG00000236315.6			NCR3	
ENSG00000232169	ENSG00000232169.9			ABCF1	
ENSG00000269067	ENSG00000269067.2			ZNF728	
ENSG00000151623	ENSG00000151623.15	ENSMUSG00000031618	Nr3c2	NR3C2	ortholog_one2one
ENSG00000198689	ENSG00000198689.13	ENSMUSG00000060681	Slc9a6	SLC9A6	ortholog_one2one
ENSG00000236873	ENSG00000236873.9			AGPAT1	
ENSG00000119326	ENSG00000119326.15	ENSMUSG00000038816	Ctnnal1	CTNNAL1	ortholog_one2one
ENSG00000135249	ENSG00000135249.8	ENSMUSG00000028999	Rint1	RINT1	ortholog_one2one
ENSG00000228813	ENSG00000228813.9			HLA-DQB2	
ENSG00000233314	ENSG00000233314.6			PPP1R11	
ENSG00000125780	ENSG00000125780.12	ENSMUSG00000027401	Tgm3	TGM3	ortholog_one2one
ENSG00000235346	ENSG00000235346.9			HLA-G	
ENSG00000229341	ENSG00000229341.2			TNXB	
ENSG00000235259	ENSG00000235259.8			TRIM15	
ENSG00000166948	ENSG00000166948.10	ENSMUSG00000027403	Tgm6	TGM6	ortholog_one2one
ENSG00000236625	ENSG00000236625.8			C4B	
ENSG00000104369	ENSG00000104369.5	ENSMUSG00000042686	Jph1	JPH1	ortholog_one2one
ENSG00000241779	ENSG00000241779.6			RPP21	
ENSG00000100221	ENSG00000100221.11	ENSMUSG00000022426	Josd1	JOSD1	ortholog_one2one
ENSG00000166575	ENSG00000166575.17	ENSMUSG00000039428	Tmem135	TMEM135	ortholog_one2one
ENSG00000226704	ENSG00000226704.6			HSPA1L	
ENSG00000238056	ENSG00000238056.9			PRRT1	
ENSG00000229252	ENSG00000229252.6			HLA-E	
ENSG00000224212	ENSG00000224212.4			TAP1	
ENSG00000225228	ENSG00000225228.2			MCCD1	
ENSG00000121297	ENSG00000121297.8	ENSMUSG00000021217	Tshz3	TSHZ3	ortholog_one2one
ENSG00000223654	ENSG00000223654.3			FLOT1	
ENSG00000230675	ENSG00000230675.9			HLA-DQB2	
ENSG00000234668	ENSG00000234668.3			ATP6V1G2	
ENSG00000130720	ENSG00000130720.13	ENSMUSG00000026841	Fibcd1	FIBCD1	ortholog_one2one
ENSG00000125835	ENSG00000125835.20	ENSMUSG00000027404	Snrpb	SNRPB	ortholog_one2one
ENSG00000232139	ENSG00000232139.6			LINC00867	
ENSG00000230341	ENSG00000230341.8			PPP1R18	
ENSG00000223793	ENSG00000223793.7			HLA-DQA2	
ENSG00000228691	ENSG00000228691.6			NEU1	
ENSG00000228425	ENSG00000228425.9			VPS52	
ENSG00000274985	ENSG00000274985.1			PTCHD3P1	
ENSG00000065621	ENSG00000065621.15	ENSMUSG00000025069	Gsto2	GSTO2	ortholog_one2one
ENSG00000227816	ENSG00000227816.4			TAP1	
ENSG00000126249	ENSG00000126249.8	ENSMUSG00000002635	Pdcd2l	PDCD2L	ortholog_one2one
ENSG00000130540	ENSG00000130540.14	ENSMUSG00000018865	Sult4a1	SULT4A1	ortholog_one2one
ENSG00000231860	ENSG00000231860.1			MDC1-AS1	
ENSG00000226898	ENSG00000226898.2			UBD	
ENSG00000231314	ENSG00000231314.7			LTB	
ENSG00000227720	ENSG00000227720.6			PPP1R11	
ENSG00000143867	ENSG00000143867.7	ENSMUSG00000048387	Osr1	OSR1	ortholog_one2one
ENSG00000226264	ENSG00000226264.10			HLA-DMB	
ENSG00000146416	ENSG00000146416.19	ENSMUSG00000019806	Aig1	AIG1	ortholog_one2one
ENSG00000104760	ENSG00000104760.17	ENSMUSG00000031594	Fgl1	FGL1	ortholog_one2one
ENSG00000130711	ENSG00000130711.5	ENSMUSG00000079466	Prdm12	PRDM12	ortholog_one2one
ENSG00000154678	ENSG00000154678.18	ENSMUSG00000004347	Pde1c	PDE1C	ortholog_one2one
ENSG00000230448	ENSG00000230448.5			LINC00276	
ENSG00000183891	ENSG00000183891.6	ENSMUSG00000066637	Ttc32	TTC32	ortholog_one2one
ENSG00000236912	ENSG00000236912.1			SAPCD1-AS1	
ENSG00000275575	ENSG00000275575.4			PTP4A3	
ENSG00000223767	ENSG00000223767.5			RNF5	
ENSG00000188483	ENSG00000188483.8	ENSMUSG00000089762	Ier5l	IER5L	ortholog_one2one
ENSG00000224979	ENSG00000224979.6			LSM2	
ENSG00000200545	ENSG00000200545.2			U3	
ENSG00000275181	ENSG00000275181.2			GPR20	
ENSG00000145817	ENSG00000145817.17	ENSMUSG00000024487	Yipf5	YIPF5	ortholog_one2one
ENSG00000235941	ENSG00000235941.5			HSPA1A	
ENSG00000164124	ENSG00000164124.11	ENSMUSG00000027956	Tmem144	TMEM144	ortholog_one2one
ENSG00000234258	ENSG00000234258.6			HSPA1L	
ENSG00000229094	ENSG00000229094.9			POU5F1	
ENSG00000124302	ENSG00000124302.13	ENSMUSG00000060402	Chst8	CHST8	ortholog_one2one
ENSG00000278062	ENSG00000278062.2			ZNF251	
ENSG00000084710	ENSG00000084710.14	ENSMUSG00000020658	Efr3b	EFR3B	ortholog_one2one
ENSG00000224156	ENSG00000224156.10			TUBB	
ENSG00000100341	ENSG00000100341.13	ENSMUSG00000018868	Pnpla5	PNPLA5	ortholog_one2one
ENSG00000170471	ENSG00000170471.15	ENSMUSG00000027652	Ralgapb	RALGAPB	ortholog_one2one
ENSG00000227761	ENSG00000227761.10			BAG6	
ENSG00000186625	ENSG00000186625.14	ENSMUSG00000019794	Katna1	KATNA1	ortholog_one2one
ENSG00000242092	ENSG00000242092.8			HLA-DMB	
ENSG00000142611	ENSG00000142611.17	ENSMUSG00000039410	Prdm16	PRDM16	ortholog_one2one
ENSG00000224496	ENSG00000224496.7			TRIM40	
ENSG00000137672	ENSG00000137672.13	ENSMUSG00000031997	Trpc6	TRPC6	ortholog_one2one
ENSG00000206412	ENSG00000206412.6			GNL1	
ENSG00000100345	ENSG00000100345.23	ENSMUSG00000022443	Myh9	MYH9	ortholog_one2one
ENSG00000230669	ENSG00000230669.6			PSMB8	
ENSG00000235727	ENSG00000235727.7			HCG18	
ENSG00000206206	ENSG00000206206.11			DAXX	
ENSG00000148814	ENSG00000148814.18	ENSMUSG00000015980	Lrrc27	LRRC27	ortholog_one2one
ENSG00000061455	ENSG00000061455.11	ENSMUSG00000069378	Prdm6	PRDM6	ortholog_one2one
ENSG00000234012	ENSG00000234012.9			MDC1	
ENSG00000230456	ENSG00000230456.10			DDR1	
ENSG00000119457	ENSG00000119457.8	ENSMUSG00000028386	Slc46a2	SLC46A2	ortholog_one2one
ENSG00000236693	ENSG00000236693.11			HLA-DPB1	
ENSG00000164221	ENSG00000164221.13	ENSMUSG00000071855	Ccdc112	CCDC112	ortholog_one2one
ENSG00000149930	ENSG00000149930.18	ENSMUSG00000059981	Taok2	TAOK2	ortholog_one2one
ENSG00000242361	ENSG00000242361.7			HLA-DMA	
ENSG00000074935	ENSG00000074935.14	ENSMUSG00000019845	Tube1	TUBE1	ortholog_one2one
ENSG00000236765	ENSG00000236765.6			DXO	
ENSG00000136867	ENSG00000136867.11	ENSMUSG00000066152	Slc31a2	SLC31A2	ortholog_one2one
ENSG00000224542	ENSG00000224542.7			TRIM31	
ENSG00000104763	ENSG00000104763.20	ENSMUSG00000031591	Asah1	ASAH1	ortholog_one2one
ENSG00000232045	ENSG00000232045.7			EHMT2	
ENSG00000226248	ENSG00000226248.6			CLIC1	
ENSG00000236884	ENSG00000236884.8			HLA-DRB1	
ENSG00000163376	ENSG00000163376.11	ENSMUSG00000030031	Kbtbd8	KBTBD8	ortholog_one2one
ENSG00000056586	ENSG00000056586.16	ENSMUSG00000075376	Rc3h2	RC3H2	ortholog_one2one
ENSG00000228435	ENSG00000228435.2			C6orf47	
ENSG00000171813	ENSG00000171813.14	ENSMUSG00000060260	Pwwp2b	PWWP2B	ortholog_one2one
ENSG00000230930	ENSG00000230930.8			COL11A2	
ENSG00000235336	ENSG00000235336.8			SLC44A4	
ENSG00000274195	ENSG00000274195.2			ZNF705G	
ENSG00000135521	ENSG00000135521.9	ENSMUSG00000019814	Ltv1	LTV1	ortholog_one2one
ENSG00000173120	ENSG00000173120.15	ENSMUSG00000054611	Kdm2a	KDM2A	ortholog_one2one
ENSG00000231268	ENSG00000231268.9			AGER	
ENSG00000059915	ENSG00000059915.17	ENSMUSG00000037126	Psd	PSD	ortholog_one2one
ENSG00000237012	ENSG00000237012.9			C6orf136	
ENSG00000164694	ENSG00000164694.17	ENSMUSG00000071984	Fndc1	FNDC1	ortholog_one2one
ENSG00000280677	ENSG00000280677.1			FAM66B	
ENSG00000230048	ENSG00000230048.8			VWA7	
ENSG00000205359	ENSG00000205359.10	ENSMUSG00000026336	Slco6d1	SLCO6A1	ortholog_one2many
ENSG00000205359	ENSG00000205359.10	ENSMUSG00000026331	Slco6c1	SLCO6A1	ortholog_one2many
ENSG00000141753	ENSG00000141753.7	ENSMUSG00000017493	Igfbp4	IGFBP4	ortholog_one2one
ENSG00000157911	ENSG00000157911.11	ENSMUSG00000029047	Pex10	PEX10	ortholog_one2one
ENSG00000238196	ENSG00000238196.5			NOTCH4	
ENSG00000223465	ENSG00000223465.8			LST1	
ENSG00000285114	ENSG00000285114.2			GSDMC	
ENSG00000121440	ENSG00000121440.15	ENSMUSG00000035357	Pdzrn3	PDZRN3	ortholog_one2one
ENSG00000238123	ENSG00000238123.1			MID1IP1-AS1	
ENSG00000235844	ENSG00000235844.8			HLA-DPA1	
ENSG00000100302	ENSG00000100302.7	ENSMUSG00000034472	Rasd2	RASD2	ortholog_one2one
ENSG00000182271	ENSG00000182271.13	ENSMUSG00000020839	Tmigd1	TMIGD1	ortholog_one2one
ENSG00000229215	ENSG00000229215.9			HLA-A	
ENSG00000168468	ENSG00000168468.12			ATF6B	
ENSG00000149929	ENSG00000149929.16	ENSMUSG00000042606	Hirip3	HIRIP3	ortholog_one2one
ENSG00000198125	ENSG00000198125.13	ENSMUSG00000018893	Mb	MB	ortholog_one2one
ENSG00000237455	ENSG00000237455.1			HLA-DQB1-AS1	
ENSG00000233209	ENSG00000233209.6			HLA-DQB1	
ENSG00000196208	ENSG00000196208.14	ENSMUSG00000036523	Greb1	GREB1	ortholog_one2one
ENSG00000230034	ENSG00000230034.8			PSMB8	
ENSG00000228881	ENSG00000228881.7			TRIM26	
ENSG00000107874	ENSG00000107874.11	ENSMUSG00000036748	Cuedc2	CUEDC2	ortholog_one2one
ENSG00000227780	ENSG00000227780.5			ZBTB22	
ENSG00000228263	ENSG00000228263.8			SLC44A4	
ENSG00000126581	ENSG00000126581.13	ENSMUSG00000035086	Becn1	BECN1	ortholog_one2one
ENSG00000233192	ENSG00000233192.7			HLA-DQA2	
ENSG00000138764	ENSG00000138764.15	ENSMUSG00000029385	Ccng2	CCNG2	ortholog_one2one
ENSG00000238203	ENSG00000238203.8			VWA7	
ENSG00000237710	ENSG00000237710.10			HLA-DPB1	
ENSG00000120055	ENSG00000120055.7	ENSMUSG00000099655	2310034G01Rik	C10orf95	ortholog_one2one
ENSG00000161249	ENSG00000161249.21	ENSMUSG00000060962	Dmkn	DMKN	ortholog_one2one
ENSG00000186130	ENSG00000186130.5	ENSMUSG00000066798	Zbtb6	ZBTB6	ortholog_one2one
ENSG00000240118	ENSG00000240118.7			PSMB9	
ENSG00000225987	ENSG00000225987.7			PBX2	
ENSG00000169592	ENSG00000169592.15	ENSMUSG00000030689	Ino80e	INO80E	ortholog_one2one
ENSG00000171448	ENSG00000171448.9	ENSMUSG00000050714	Zbtb26	ZBTB26	ortholog_one2one
ENSG00000205356	ENSG00000205356.10	ENSMUSG00000066621	Tecpr1	TECPR1	ortholog_one2one
ENSG00000221963	ENSG00000221963.6	ENSMUSG00000033576	Apol6	APOL6	ortholog_one2one
ENSG00000142655	ENSG00000142655.13	ENSMUSG00000028975	Pex14	PEX14	ortholog_one2one
ENSG00000237103	ENSG00000237103.6			NCR3	
ENSG00000242711	ENSG00000242711.8			PSMB9	
ENSG00000228987	ENSG00000228987.9			HLA-DRA	
ENSG00000197948	ENSG00000197948.11	ENSMUSG00000038524	Fchsd1	FCHSD1	ortholog_one2one
ENSG00000011454	ENSG00000011454.18	ENSMUSG00000035437	Rabgap1	RABGAP1	ortholog_one2one
ENSG00000128313	ENSG00000128313.2			APOL5	
ENSG00000228299	ENSG00000228299.9			HLA-C	
ENSG00000138107	ENSG00000138107.13	ENSMUSG00000025228	Actr1a	ACTR1A	ortholog_one2one
ENSG00000080819	ENSG00000080819.9	ENSMUSG00000022742	Cpox	CPOX	ortholog_one2one
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000050982	Apol10a	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000068246	Apol9b	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000010601	Apol7a	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000057346	Apol9a	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000068252	Apol7b	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000091650	Apol11a	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000091694	Apol11b	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000056656	Apol8	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000050014	Apol10b	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000044309	Apol7c	APOL2	ortholog_many2many
ENSG00000128335	ENSG00000128335.14	ENSMUSG00000071716	Apol7e	APOL2	ortholog_many2many
ENSG00000233772	ENSG00000233772.5			HCG25	
ENSG00000227567	ENSG00000227567.7			APOM	
ENSG00000101442	ENSG00000101442.10	ENSMUSG00000037761	Actr5	ACTR5	ortholog_one2one
ENSG00000224782	ENSG00000224782.8			PFDN6	
ENSG00000229767	ENSG00000229767.9			DDR1	
ENSG00000118420	ENSG00000118420.17	ENSMUSG00000032415	Ube2cbp	UBE3D	ortholog_one2one
ENSG00000168309	ENSG00000168309.18	ENSMUSG00000021750	Fam107a	FAM107A	ortholog_one2one
ENSG00000237052	ENSG00000237052.7			GPSM3	
ENSG00000276286	ENSG00000276286.4			ADAM2	
ENSG00000230308	ENSG00000230308.10			TRIM39	
ENSG00000230742	ENSG00000230742.3			OR5V1	
ENSG00000231920	ENSG00000231920.1			NEBL-AS1	
ENSG00000282230	ENSG00000282230.1			ADAM9	
ENSG00000234347	ENSG00000234347.8			OR11A1	
ENSG00000278718	ENSG00000278718.3			GSDMD	
ENSG00000215529	ENSG00000215529.13	ENSMUSG00000044083	Efcab8	EFCAB8	ortholog_one2one
ENSG00000236649	ENSG00000236649.10			PPT2	
ENSG00000275594	ENSG00000275594.4			ADAM32	
ENSG00000149527	ENSG00000149527.18	ENSMUSG00000029055	Plch2	PLCH2	ortholog_one2one
ENSG00000149646	ENSG00000149646.12	ENSMUSG00000038085	Cnbd2	CNBD2	ortholog_one2one
ENSG00000122861	ENSG00000122861.16	ENSMUSG00000021822	Plau	PLAU	ortholog_one2one
ENSG00000282684	ENSG00000282684.1			ZC3H3	
ENSG00000214491	ENSG00000214491.9			SEC14L6	
ENSG00000228854	ENSG00000228854.8			NRM	
ENSG00000278548	ENSG00000278548.4			ADAM18	
ENSG00000177683	ENSG00000177683.14			THAP5	
ENSG00000176563	ENSG00000176563.10	ENSMUSG00000078653	Cntd1	CNTD1	ortholog_one2one
ENSG00000123728	ENSG00000123728.10	ENSMUSG00000050029	Rap2c	RAP2C	ortholog_one2one
ENSG00000273594	ENSG00000273594.4			EEF1D	
ENSG00000168938	ENSG00000168938.6	ENSMUSG00000024538	Ppic	PPIC	ortholog_one2one
ENSG00000170290	ENSG00000170290.4			SLN	
ENSG00000197077	ENSG00000197077.14	ENSMUSG00000051339	2900026A02Rik	KIAA1671	ortholog_one2one
ENSG00000178295	ENSG00000178295.15	ENSMUSG00000051235	Gen1	GEN1	ortholog_one2one
ENSG00000165209	ENSG00000165209.19	ENSMUSG00000026915	Strbp	STRBP	ortholog_one2one
ENSG00000071994	ENSG00000071994.11	ENSMUSG00000014771	Pdcd2	PDCD2	ortholog_one2one
ENSG00000170962	ENSG00000170962.13	ENSMUSG00000032006	Pdgfd	PDGFD	ortholog_one2one
ENSG00000123560	ENSG00000123560.14	ENSMUSG00000031425	Plp1	PLP1	ortholog_one2one
ENSG00000227124	ENSG00000227124.11			ZNF717	
ENSG00000113638	ENSG00000113638.14	ENSMUSG00000022151	Ttc33	TTC33	ortholog_one2one
ENSG00000197566	ENSG00000197566.10			ZNF624	
ENSG00000222047	ENSG00000222047.9			C10orf55	
ENSG00000148677	ENSG00000148677.7	ENSMUSG00000024803	Ankrd1	ANKRD1	ortholog_one2one
ENSG00000149927	ENSG00000149927.18	ENSMUSG00000052301	Doc2a	DOC2A	ortholog_one2one
ENSG00000135185	ENSG00000135185.12	ENSMUSG00000079659	Tmem243	TMEM243	ortholog_one2one
ENSG00000177432	ENSG00000177432.8	ENSMUSG00000055430	Nap1l5	NAP1L5	ortholog_one2one
ENSG00000274205	ENSG00000274205.4			MAPK15	
ENSG00000101203	ENSG00000101203.17	ENSMUSG00000016356	Col20a1	COL20A1	ortholog_one2one
ENSG00000273889	ENSG00000273889.2			FAM83H	
ENSG00000100053	ENSG00000100053.10	ENSMUSG00000029352	Crybb3	CRYBB3	ortholog_one2one
ENSG00000151458	ENSG00000151458.12	ENSMUSG00000044864	Ankrd50	ANKRD50	ortholog_one2one
ENSG00000165810	ENSG00000165810.17	ENSMUSG00000040283	Btnl9	BTNL9	ortholog_one2one
ENSG00000224851	ENSG00000224851.2			LINC00502	
ENSG00000163032	ENSG00000163032.12	ENSMUSG00000054459	Vsnl1	VSNL1	ortholog_one2one
ENSG00000166266	ENSG00000166266.14	ENSMUSG00000032030	Cul5	CUL5	ortholog_one2one
ENSG00000182557	ENSG00000182557.8	ENSMUSG00000020798	Spns3	SPNS3	ortholog_one2one
ENSG00000171621	ENSG00000171621.14	ENSMUSG00000039911	Spsb1	SPSB1	ortholog_one2one
ENSG00000244752	ENSG00000244752.3	ENSMUSG00000042240	Crybb2	CRYBB2	ortholog_one2one
ENSG00000106355	ENSG00000106355.10	ENSMUSG00000091625	Lsm5	LSM5	ortholog_one2one
ENSG00000241158	ENSG00000241158.7			ADAMTS9-AS1	
ENSG00000274352	ENSG00000274352.4			ZNF707	
ENSG00000276464	ENSG00000276464.4			POMZP3	
ENSG00000276497	ENSG00000276497.3			APBA1	
ENSG00000077684	ENSG00000077684.16	ENSMUSG00000025764	Jade1	JADE1	ortholog_one2one
ENSG00000276184	ENSG00000276184.4			UPK3B	
ENSG00000142583	ENSG00000142583.18	ENSMUSG00000028976	Slc2a5	SLC2A5	ortholog_one2one
ENSG00000128272	ENSG00000128272.18	ENSMUSG00000042406	Atf4	ATF4	ortholog_one2one
ENSG00000155846	ENSG00000155846.17	ENSMUSG00000033871	Ppargc1b	PPARGC1B	ortholog_one2one
ENSG00000282379	ENSG00000282379.1			DTX2	
ENSG00000278016	ENSG00000278016.2			TIGD5	
ENSG00000044524	ENSG00000044524.11	ENSMUSG00000052504	Epha3	EPHA3	ortholog_one2one
ENSG00000276340	ENSG00000276340.4			ZNF623	
ENSG00000100368	ENSG00000100368.15	ENSMUSG00000071713	Csf2rb	CSF2RB	ortholog_one2many
ENSG00000100368	ENSG00000100368.15	ENSMUSG00000071714	Csf2rb2	CSF2RB	ortholog_one2many
ENSG00000277781	ENSG00000277781.2			MROH6	
ENSG00000274287	ENSG00000274287.4			SCRIB	
ENSG00000126562	ENSG00000126562.17	ENSMUSG00000035112	Wnk4	WNK4	ortholog_one2one
ENSG00000137713	ENSG00000137713.16	ENSMUSG00000032058	Ppp2r1b	PPP2R1B	ortholog_one2one
ENSG00000147140	ENSG00000147140.17	ENSMUSG00000031311	Nono	NONO	ortholog_one2one
ENSG00000100888	ENSG00000100888.15	ENSMUSG00000053754	Chd8	CHD8	ortholog_one2one
ENSG00000112208	ENSG00000112208.11	ENSMUSG00000042215	Bag2	BAG2	ortholog_one2one
ENSG00000106367	ENSG00000106367.15	ENSMUSG00000004849	Ap1s1	AP1S1	ortholog_one2one
ENSG00000198945	ENSG00000198945.8	ENSMUSG00000039089	L3mbtl3	L3MBTL3	ortholog_one2one
ENSG00000173614	ENSG00000173614.14	ENSMUSG00000028992	Nmnat1	NMNAT1	ortholog_one2one
ENSG00000165060	ENSG00000165060.15	ENSMUSG00000059363	Fxn	FXN	ortholog_one2one
ENSG00000182931	ENSG00000182931.10			WFDC10B	
ENSG00000081148	ENSG00000081148.12	ENSMUSG00000035270	Impg2	IMPG2	ortholog_one2one
ENSG00000223979	ENSG00000223979.2			SMCR2	
