,ensembl_gene_id,external_gene_name,hsapiens_homolog_ensembl_gene,hsapiens_homolog_associated_gene_name
2622,ENSMUSG00002075693,Gm54407,,
2623,ENSMUSG00002076090,Gm54408,,
2624,ENSMUSG00002076095,Gm54409,,
2625,ENSMUSG00002076645,Gm54410,,
2626,ENSMUSG00002076375,Gm54411,,
2627,ENSMUSG00000101463,Gm28750,,
2628,ENSMUSG00000116841,Gm49737,,
2629,ENSMUSG00000116990,Gm49738,,
2630,ENSMUSG00000047261,Gap43,ENSG00000172020,GAP43
2631,ENSMUSG00000098300,Mir6540,,
2632,ENSMUSG00000116679,Gm49739,,
2633,ENSMUSG00000075070,4932412D23Rik,,
2634,ENSMUSG00000116400,Gm49530,,
2635,ENSMUSG00000118928,Gm25547,,
2636,ENSMUSG00000116324,Gm33696,,
2637,ENSMUSG00000068617,Efcab1,ENSG00000034239,CLXN
2638,ENSMUSG00000116317,Gm49536,,
2639,ENSMUSG00000069315,Gm7731,,
2640,ENSMUSG00000116213,Gm5404,,
2641,ENSMUSG00000080704,Gm6031,,
2642,ENSMUSG00000116423,Gm7085,,
2643,ENSMUSG00000022973,Synj1,ENSG00000159082,SYNJ1
2644,ENSMUSG00002076821,Gm54377,,
2645,ENSMUSG00000042514,Klhl14,ENSG00000197705,KLHL14
2646,ENSMUSG00000117837,Gm41821,,
2647,ENSMUSG00000118919,Gm24263,ENSG00000202017,RNU6-806P
2648,ENSMUSG00000033207,Mamdc2,ENSG00000165072,MAMDC2
2649,ENSMUSG00000024600,Slc27a6,ENSG00000113396,SLC27A6
2650,ENSMUSG00000043168,4930426D05Rik,,
2651,ENSMUSG00000118092,Gm50445,,
2652,ENSMUSG00000077243,Gm23270,,
2653,ENSMUSG00000117850,Gm50443,,
2654,ENSMUSG00000024601,Isoc1,ENSG00000066583,ISOC1
2655,ENSMUSG00000033053,Cfap95,ENSG00000204711,CFAP95
2656,ENSMUSG00000117944,Gm50422,,
2657,ENSMUSG00000044424,Gm9493,,
2658,ENSMUSG00000088027,Gm22144,,
2659,ENSMUSG00000098010,Gm21542,,
2660,ENSMUSG00000118337,Gm50227,,
2661,ENSMUSG00000051255,Gm6563,,
2662,ENSMUSG00000053441,Adamts19,ENSG00000145808,ADAMTS19
2663,ENSMUSG00000074925,Ptar1,ENSG00000188647,PTAR1
2664,ENSMUSG00000117685,Gm50299,,
2665,ENSMUSG00000024897,Apba1,ENSG00000107282,APBA1
2666,ENSMUSG00000024306,Ccdc178,ENSG00000166960,CCDC178
2667,ENSMUSG00002076943,Gm54422,,
2668,ENSMUSG00000085279,Gm15965,,
2669,ENSMUSG00000022674,Ube2v2,ENSG00000169139,UBE2V2
2670,ENSMUSG00000118287,Gm50300,,
2671,ENSMUSG00000118340,Gm50301,,
2672,ENSMUSG00000071604,Entrep1,ENSG00000135063,ENTREP1
2673,ENSMUSG00000113934,Gm48609,,
2674,ENSMUSG00000113058,Gm48311,,
2675,ENSMUSG00000094597,Gm4810,,
2676,ENSMUSG00000114381,Gm47361,,
2677,ENSMUSG00000119538,Gm24142,,
2678,ENSMUSG00000065022,AF357341,,
2679,ENSMUSG00000065256,Gm23972,ENSG00000238898,RNU1-80P
2680,ENSMUSG00000119368,Gm22170,,
2681,ENSMUSG00000113609,Gm47190,,
2682,ENSMUSG00000077881,Mir882,,
2683,ENSMUSG00000064545,Gm22981,,
2684,ENSMUSG00000114957,Gm47316,,
2685,ENSMUSG00000113666,Gm35725,,
2686,ENSMUSG00000113850,Gm47191,,
2687,ENSMUSG00000113124,Gm47193,,
2688,ENSMUSG00000064720,Gm25856,,
2689,ENSMUSG00000113283,Gm35890,,
2690,ENSMUSG00000052075,1700029F12Rik,,
2691,ENSMUSG00000084487,Gm23787,ENSG00000201500,
2692,ENSMUSG00000084487,Gm23787,ENSG00000199593,SNORD114-14
2693,ENSMUSG00000116386,Gm49538,,
2694,ENSMUSG00000097973,Gm4929,,
2695,ENSMUSG00000116140,Gm7748,,
2696,ENSMUSG00000064726,Gm25854,,
2697,ENSMUSG00000113855,Gm49374,,
2698,ENSMUSG00000117820,Gm50305,,
2699,ENSMUSG00000022673,Mcm4,ENSG00000104738,MCM4
2700,ENSMUSG00000084604,Gm22205,ENSG00000201899,SNORD114-24
2701,ENSMUSG00000113753,Gm5791,,
2702,ENSMUSG00000096796,1700021P04Rik,,
2703,ENSMUSG00000113863,Gm7126,,
2704,ENSMUSG00000113405,Gm4935,,
2705,ENSMUSG00000088820,Gm25224,ENSG00000200636,SNORD114-27
2706,ENSMUSG00000113397,Gm9194,,
2707,ENSMUSG00000114168,Gm47194,,
2708,ENSMUSG00000065498,Mir379,,
2709,ENSMUSG00000113469,Gm7065,,
2710,ENSMUSG00000113522,Gm48479,,
2711,ENSMUSG00000065477,Mir411,,
2712,ENSMUSG00000033063,Cntnap3,ENSG00000283378,CNTNAP3C
2713,ENSMUSG00000033063,Cntnap3,ENSG00000154529,CNTNAP3B
2714,ENSMUSG00000033063,Cntnap3,ENSG00000106714,CNTNAP3
2715,ENSMUSG00000114026,Gm48480,,
2716,ENSMUSG00000024812,Tjp2,ENSG00000119139,TJP2
2717,ENSMUSG00000106653,Mir299a,ENSG00000207749,MIR299
2718,ENSMUSG00000113167,Gm48482,,
2719,ENSMUSG00000093291,Mir299b,,
2720,ENSMUSG00002076213,Gm54365,,
2721,ENSMUSG00000104582,Mir380,,
2722,ENSMUSG00000020607,Lratd1,ENSG00000162981,LRATD1
2723,ENSMUSG00000080687,Mir1197,,
2724,ENSMUSG00000065617,Mir323,ENSG00000199069,MIR323A
2725,ENSMUSG00000076459,Mir758,,
2726,ENSMUSG00000113336,Gm16497,,
2727,ENSMUSG00000065577,Mir329,,
2728,ENSMUSG00000070141,Mir494,ENSG00000194717,MIR494
2729,ENSMUSG00000113961,Gm48498,,
2730,ENSMUSG00000047094,Ofcc1,,
2731,ENSMUSG00000050974,Gm9847,,
2732,ENSMUSG00000076145,Mir679,,
2733,ENSMUSG00000080411,Mir1193,,
2734,ENSMUSG00000119624,Gm25414,,
2735,ENSMUSG00000076272,Mir666,,
2736,ENSMUSG00000113663,Gm48504,,
2737,ENSMUSG00000076241,Mir543,,
2738,ENSMUSG00000064386,Gm26449,ENSG00000206896,RNU6-1124P
2739,ENSMUSG00000070105,Mir495,,
2740,ENSMUSG00000114066,Gm9202,,
2741,ENSMUSG00000076396,Mir667,,
2742,ENSMUSG00000076006,Mir376c,,
2743,ENSMUSG00000050875,Minar2,ENSG00000186367,MINAR2
2744,ENSMUSG00000077980,Mir654,,
2745,ENSMUSG00000105853,Mir376b,,
2746,ENSMUSG00002075306,Gm54366,,
2747,ENSMUSG00000105178,Mir376a,,
2748,ENSMUSG00000098807,Mir300,ENSG00000202560,MIR539
2749,ENSMUSG00000113644,4930448C13Rik,,
2750,ENSMUSG00000022974,Paxbp1,ENSG00000159086,PAXBP1
2751,ENSMUSG00000098838,Mir381,ENSG00000199020,MIR381
2752,ENSMUSG00000076219,Mir487b,,
2753,ENSMUSG00002075010,Gm54367,,
2754,ENSMUSG00002076459,Gm54368,,
2755,ENSMUSG00000076063,Mir539,,
2756,ENSMUSG00002075058,Gm54369,,
2757,ENSMUSG00000077001,Mir544,,
2758,ENSMUSG00000113285,Gm36128,,
2759,ENSMUSG00000041817,Fam169a,ENSG00000198780,FAM169A
2760,ENSMUSG00000114124,Gm19084,,
2761,ENSMUSG00000113734,Gm48539,,
2762,ENSMUSG00000113069,Gm48541,,
2763,ENSMUSG00000113339,Gm17915,,
2764,ENSMUSG00000020601,Trib2,ENSG00000071575,TRIB2
2765,ENSMUSG00000058152,Chsy3,ENSG00000198108,CHSY3
2766,ENSMUSG00000083263,Gm14874,,
2767,ENSMUSG00000084161,Gm15061,,
2768,ENSMUSG00000095152,Gm3657,,
2769,ENSMUSG00000088050,Gm54363,,
2770,ENSMUSG00000083213,Gm14875,,
2771,ENSMUSG00000098480,Mir6387,,
2772,ENSMUSG00000097580,Gm5432,,
2773,ENSMUSG00000081197,Gm15076,,
2774,ENSMUSG00000081414,Gm3943,,
2775,ENSMUSG00000113629,Gm48558,,
2776,ENSMUSG00000098287,Mir6355,,
2777,ENSMUSG00000081718,Gm8261,,
2778,ENSMUSG00002076257,Gm54378,ENSG00000222069,RN7SKP285
2779,ENSMUSG00000113222,Gm48557,,
2780,ENSMUSG00000118327,Gm8697,,
2781,ENSMUSG00000056380,Gpr50,ENSG00000102195,GPR50
2782,ENSMUSG00000113739,Gm48584,,
2783,ENSMUSG00000117701,Gm38695,,
2784,ENSMUSG00000113930,Gm36235,,
2785,ENSMUSG00000117940,Gm50235,,
2786,ENSMUSG00000113142,Gm18114,,
2787,ENSMUSG00000117999,Gm18217,,
2788,ENSMUSG00000114248,Gm8352,,
2789,ENSMUSG00002075688,Gm54379,,
2790,ENSMUSG00000084147,Gm15075,,
2791,ENSMUSG00000118538,Gm18218,,
2792,ENSMUSG00000114215,Gm47038,,
2793,ENSMUSG00000082594,Gm15074,,
2794,ENSMUSG00000114198,Gm47039,,
2795,ENSMUSG00000073555,Gm4951,,
2796,ENSMUSG00000082337,Gm14723,,
2797,ENSMUSG00000035181,Heatr5a,ENSG00000129493,HEATR5A
2798,ENSMUSG00000057762,Gm6169,ENSG00000102007,PLP2
2799,ENSMUSG00000085489,Gm3669,,
2800,ENSMUSG00000118277,Gm50310,,
2801,ENSMUSG00000114322,Gm47041,,
2802,ENSMUSG00000085977,Gm5970,,
2803,ENSMUSG00000118371,Gm50308,,
2804,ENSMUSG00000055732,Gm9979,,
2805,ENSMUSG00000068606,Gm4841,,
2806,ENSMUSG00000059363,Fxn,ENSG00000165060,FXN
2807,ENSMUSG00000060739,Nsa2,,
2808,ENSMUSG00000118361,Gm50237,,
2809,ENSMUSG00000090942,F830016B08Rik,,
2810,ENSMUSG00000083411,Rpl30-ps10,,
2811,ENSMUSG00000084061,Gm4996,,
2812,ENSMUSG00000118051,Gm8714,,
2813,ENSMUSG00000045215,Asxl3,ENSG00000141431,ASXL3
2814,ENSMUSG00000033965,Slc16a2,ENSG00000147100,SLC16A2
2815,ENSMUSG00000114189,9330199G10Rik,,
2816,ENSMUSG00000085398,4931406G06Rik,,
2817,ENSMUSG00000039851,4932438H23Rik,ENSG00000205929,C21orf62
2818,ENSMUSG00000082107,Gm16216,,
2819,ENSMUSG00000021359,Tfap2a,ENSG00000137203,TFAP2A
2820,ENSMUSG00000024867,Pip5k1b,ENSG00000107242,PIP5K1B
2821,ENSMUSG00000083019,Gm6222,,
2822,ENSMUSG00000104064,Gm37956,,
2823,ENSMUSG00000073257,Gm10488,ENSG00000139351,SYCP3
2824,ENSMUSG00000022708,Zbtb20,ENSG00000181722,ZBTB20
2825,ENSMUSG00000083605,Gm14893,,
2826,ENSMUSG00002076267,Gm54364,,
2827,ENSMUSG00000082322,Gm9164,,
2828,ENSMUSG00000085060,E330016L19Rik,,
2829,ENSMUSG00000054072,Iigp1,,
2830,ENSMUSG00000081689,Gm9166,,
2831,ENSMUSG00000096311,Gm3681,,
2832,ENSMUSG00000073131,Vma21,ENSG00000160131,VMA21
2833,ENSMUSG00000073554,Gm6960,,
2834,ENSMUSG00000063388,BC023105,,
2835,ENSMUSG00000038059,Smim3,ENSG00000256235,SMIM3
2836,ENSMUSG00000024603,Dctn4,ENSG00000132912,DCTN4
2837,ENSMUSG00000073255,Gm14632,ENSG00000139351,SYCP3
2838,ENSMUSG00000085003,Pip5k1bos,,
2839,ENSMUSG00000114936,Gm47061,,
2840,ENSMUSG00000097752,Gm26688,,
2841,ENSMUSG00000074922,Fam122a,ENSG00000187866,PABIR1
2842,ENSMUSG00000048572,Tmem252,ENSG00000181778,TMEM252
2843,ENSMUSG00000114597,Gm47067,,
2844,ENSMUSG00000114640,Gm48107,,
2845,ENSMUSG00000090475,Gm6245,,
2846,ENSMUSG00000113735,Gm48607,,
2847,ENSMUSG00000041731,Pgm5,ENSG00000154330,PGM5
2848,ENSMUSG00000114263,Gm7201,,
2849,ENSMUSG00000114560,Gm35160,,
2850,ENSMUSG00000085989,Gm7437,,
2851,ENSMUSG00000113892,Gm48605,,
2852,ENSMUSG00000021360,Gcnt2,ENSG00000111846,GCNT2
2853,ENSMUSG00000085325,Gm14974,,
2854,ENSMUSG00000020956,Dtd2,ENSG00000129480,DTD2
2855,ENSMUSG00000096539,Gm7438,,
2856,ENSMUSG00000041380,Htr2c,ENSG00000147246,HTR2C
2857,ENSMUSG00000112064,Gm47399,,
2858,ENSMUSG00000035148,Gpr33,ENSG00000214943,GPR33
2859,ENSMUSG00000097950,Gm17800,,
2860,ENSMUSG00000117934,Gm50342,,
2861,ENSMUSG00000112063,Gm32220,,
2862,ENSMUSG00000058927,Gm10053,ENSG00000172115,CYCS
2863,ENSMUSG00000071235,Vrtn,ENSG00000133980,VRTN
2864,ENSMUSG00000051490,Foxd4,ENSG00000273514,FOXD4L6
2865,ENSMUSG00000051490,Foxd4,ENSG00000187559,FOXD4L3
2866,ENSMUSG00000051490,Foxd4,ENSG00000170122,FOXD4
2867,ENSMUSG00000051490,Foxd4,ENSG00000184492,FOXD4L1
2868,ENSMUSG00000051490,Foxd4,ENSG00000204779,FOXD4L5
2869,ENSMUSG00000051490,Foxd4,ENSG00000184659,FOXD4L4
2870,ENSMUSG00000093269,Mir5124a,,
2871,ENSMUSG00000114672,Gm48192,,
2872,ENSMUSG00000041923,Nol4,ENSG00000101746,NOL4
2873,ENSMUSG00000114662,Gm31683,,
2874,ENSMUSG00000097391,Mirg,,
2875,ENSMUSG00000114601,Gm48188,,
2876,ENSMUSG00000114723,5530402G07Rik,,
2877,ENSMUSG00000113406,Gm7762,,
2878,ENSMUSG00000113145,Vmn2r-ps95,,
2879,ENSMUSG00000113551,Gm7768,,
2880,ENSMUSG00000049134,Nrap,ENSG00000197893,NRAP
2881,ENSMUSG00000112935,Gm40983,,
2882,ENSMUSG00000056537,Rlim,ENSG00000131263,RLIM
2883,ENSMUSG00000115400,Gm49137,,
2884,ENSMUSG00000113301,Gm48103,,
2885,ENSMUSG00000113911,Gm21930,,
2886,ENSMUSG00000115714,Gm18926,,
2887,ENSMUSG00000113388,Gm48111,,
2888,ENSMUSG00000113207,Cbx3-ps5,,
2889,ENSMUSG00000115601,Gm49007,,
2890,ENSMUSG00000114065,Vmn2r-ps96,,
2891,ENSMUSG00000097743,Gm16973,,
2892,ENSMUSG00000089130,Gm24770,,
2893,ENSMUSG00000115052,Gm9287,,
2894,ENSMUSG00000115229,Gm33525,,
2895,ENSMUSG00000041138,Nme8,ENSG00000086288,NME8
2896,ENSMUSG00000119804,Gm54390,,
2897,ENSMUSG00000088538,Gm23276,,
2898,ENSMUSG00000115598,Gm9290,,
2899,ENSMUSG00000021938,Pspc1,ENSG00000121390,PSPC1
2900,ENSMUSG00000115415,Gm49074,,
2901,ENSMUSG00000115205,Gm16374,,
2902,ENSMUSG00000101588,Gm28265,,
2903,ENSMUSG00000097003,D930007P13Rik,,
2904,ENSMUSG00000036061,Smug1,ENSG00000123415,SMUG1
2905,ENSMUSG00000077767,Snora35,ENSG00000208839,SNORA35
2906,ENSMUSG00000092879,Mir3552,,
2907,ENSMUSG00000080825,Gm14892,,
2908,ENSMUSG00000076458,Mir764,,
2909,ENSMUSG00000116903,Gm19522,,
2910,ENSMUSG00000064876,Gm23378,,
2911,ENSMUSG00000093039,Mir1912,,
2912,ENSMUSG00000081824,Ndufs5-ps,,
2913,ENSMUSG00000073130,Gm1141,ENSG00000166049,PASD1
2914,ENSMUSG00000118809,Gm25873,,
2915,ENSMUSG00000083827,Gm15712,,
2916,ENSMUSG00000102967,Gm37946,,
2917,ENSMUSG00000082570,Gm15711,,
2918,ENSMUSG00000055370,Gm9968,,
2919,ENSMUSG00000068114,Ccdc134,ENSG00000100147,CCDC134
2920,ENSMUSG00000085499,Gm15713,,
2921,ENSMUSG00000065428,Mir382,ENSG00000283170,MIR382
2922,ENSMUSG00000076372,Mir568,,
2923,ENSMUSG00000065426,Mir134,ENSG00000207993,MIR134
2924,ENSMUSG00000071552,Tigit,ENSG00000181847,TIGIT
2925,ENSMUSG00000099236,Mir668,ENSG00000276352,MIR668
2926,ENSMUSG00000070128,Mir485,,
2927,ENSMUSG00000077925,Mir453,,
2928,ENSMUSG00000065448,Mir154,ENSG00000202560,MIR539
2929,ENSMUSG00000070136,Mir496a,ENSG00000207961,MIR496
2930,ENSMUSG00000065438,Mir377,ENSG00000199015,MIR377
2931,ENSMUSG00000071234,Syndig1l,ENSG00000183379,SYNDIG1L
2932,ENSMUSG00000116565,Gm49734,,
2933,ENSMUSG00000116684,Gm49735,,
2934,ENSMUSG00000022672,Prkdc,ENSG00000253729,PRKDC
2935,ENSMUSG00000077199,Gm22266,ENSG00000274998,SNORA17A
2936,ENSMUSG00000093122,Mir1264,,
2937,ENSMUSG00000094250,Gm4479,,
2938,ENSMUSG00000080331,Mir1298,,
2939,ENSMUSG00002076103,Gm54370,,
2940,ENSMUSG00000084713,Mir1911,,
2941,ENSMUSG00000065450,Mir448,ENSG00000199001,MIR448
2942,ENSMUSG00000055639,Dach1,ENSG00000276644,DACH1
2943,ENSMUSG00000076052,Mir541,ENSG00000216179,MIR541
2944,ENSMUSG00000094759,Gm10487,ENSG00000139351,SYCP3
2945,ENSMUSG00002075156,Gm54371,ENSG00000208004,MIR323B
2946,ENSMUSG00000113317,Gm48573,,
2947,ENSMUSG00000077680,Gm22495,,
2948,ENSMUSG00000117475,Gm7788,,
2949,ENSMUSG00000105849,Mir409,ENSG00000199107,MIR409
2950,ENSMUSG00000065570,Mir412,ENSG00000199012,MIR412
2951,ENSMUSG00000065561,Mir369,,
2952,ENSMUSG00000065497,Mir410,ENSG00000199092,MIR410
2953,ENSMUSG00000024604,Rbm22,ENSG00000086589,RBM22
2954,ENSMUSG00000035142,Nubpl,ENSG00000151413,NUBPL
2955,ENSMUSG00000033361,Prrg3,ENSG00000130032,PRRG3
2956,ENSMUSG00000022155,Mroh2b,ENSG00000171495,MROH2B
2957,ENSMUSG00000113709,Hmgb1-ps11,,
2958,ENSMUSG00000038683,Pak1ip1,ENSG00000111845,PAK1IP1
2959,ENSMUSG00000046449,Nexmif,ENSG00000050030,NEXMIF
2960,ENSMUSG00000093351,Mir3072,,
2961,ENSMUSG00000049173,Myoz3,ENSG00000164591,MYOZ3
2962,ENSMUSG00000113711,Gm9661,,
2963,ENSMUSG00000112139,Gm47431,,
2964,ENSMUSG00000113625,Gm3379,,
2965,ENSMUSG00000111982,Gm35135,,
2966,ENSMUSG00000021242,Npc2,ENSG00000119655,NPC2
2967,ENSMUSG00000043079,Synpo,ENSG00000171992,SYNPO
2968,ENSMUSG00000076286,Mir672,,
2969,ENSMUSG00000053593,Fate1,ENSG00000147378,FATE1
2970,ENSMUSG00000112940,4930511J24Rik,,
2971,ENSMUSG00000112437,Gm35188,,
2972,ENSMUSG00000031289,Il13ra2,ENSG00000123496,IL13RA2
2973,ENSMUSG00000113868,Gm34719,,
2974,ENSMUSG00000113217,Gm47187,,
2975,ENSMUSG00000114031,Gm48136,,
2976,ENSMUSG00000021241,Isca2,ENSG00000165898,ISCA2
2977,ENSMUSG00000113955,Gm48168,,
2978,ENSMUSG00000113618,Gm48166,,
2979,ENSMUSG00000047462,Gpr141b,,
2980,ENSMUSG00000063905,Gm10139,,
2981,ENSMUSG00000113008,Gm48171,,
2982,ENSMUSG00000021361,Tmem14c,ENSG00000111843,TMEM14C
2983,ENSMUSG00000089549,Gm25831,ENSG00000252990,RNU1-54P
2984,ENSMUSG00000086133,Gm16331,,
2985,ENSMUSG00000089425,Gm26006,,
2986,ENSMUSG00000115218,Gm46477,,
2987,ENSMUSG00000115486,Gm49017,,
2988,ENSMUSG00000119462,Gm26139,ENSG00000252431,RNU6-1247P
2989,ENSMUSG00000098059,Gm27034,,
2990,ENSMUSG00000113661,Gm48169,,
2991,ENSMUSG00000054008,Ndst1,ENSG00000070614,NDST1
2992,ENSMUSG00000113482,Gm48167,,
2993,ENSMUSG00000040123,Zmym5,ENSG00000132950,ZMYM5
2994,ENSMUSG00000113565,Cbx3-ps2,,
2995,ENSMUSG00000113381,Vmn2r-ps97,,
2996,ENSMUSG00000035133,Arhgap5,ENSG00000100852,ARHGAP5
2997,ENSMUSG00000113118,Gm3829,,
2998,ENSMUSG00000053101,Gpr141,ENSG00000187037,GPR141
2999,ENSMUSG00000009575,Cbx5,ENSG00000094916,CBX5
3000,ENSMUSG00000097562,Gm26639,,
3001,ENSMUSG00000113542,Gm19154,,
3002,ENSMUSG00000113135,Gm48170,,
3003,ENSMUSG00000050243,Gm5446,,
3004,ENSMUSG00000005864,Cnga2,ENSG00000183862,CNGA2
3005,ENSMUSG00000113641,Gm48164,,
3006,ENSMUSG00000113870,Gm48185,,
3007,ENSMUSG00000113461,Gm48186,,
3008,ENSMUSG00000113260,Gm53057,,
3009,ENSMUSG00000113513,Gm19118,,
3010,ENSMUSG00000117836,Vmn2r-ps98,,
3011,ENSMUSG00000100315,1700031P21Rik,,
3012,ENSMUSG00000113712,Gm38428,,
3013,ENSMUSG00000041112,Elmo1,ENSG00000155849,ELMO1
3014,ENSMUSG00000119273,Gm24859,ENSG00000202337,RNU6-8
3015,ENSMUSG00000119273,Gm24859,ENSG00000201654,RNU6-7
3016,ENSMUSG00000119013,Gm23296,ENSG00000202337,RNU6-8
3017,ENSMUSG00000119013,Gm23296,ENSG00000201654,RNU6-7
3018,ENSMUSG00000033343,Magea4,ENSG00000124260,MAGEA10
3019,ENSMUSG00000112412,Gm35239,,
3020,ENSMUSG00000079105,C7,ENSG00000112936,C7
3021,ENSMUSG00000118459,Btbd35f1,,
3022,ENSMUSG00000061603,Akap6,ENSG00000151320,AKAP6
3023,ENSMUSG00000100017,2410022M11Rik,,
3024,ENSMUSG00000114356,Gm47265,,
3025,ENSMUSG00000114420,Gm48906,,
3026,ENSMUSG00000031333,Abcb7,ENSG00000131269,ABCB7
3027,ENSMUSG00000077685,Gm22498,,
3028,ENSMUSG00000024608,Rps14,ENSG00000164587,RPS14
3029,ENSMUSG00002076741,Gm54391,,
3030,ENSMUSG00000088180,Gm22218,,
3031,ENSMUSG00000114500,Gm8983,,
3032,ENSMUSG00000065714,Gm25652,ENSG00000206985,RNU6-198P
3033,ENSMUSG00000080720,Gm16077,,
3034,ENSMUSG00000037572,Wdhd1,ENSG00000198554,WDHD1
3035,ENSMUSG00000041849,Card6,ENSG00000132357,CARD6
3036,ENSMUSG00000041841,Rpl37,ENSG00000145592,RPL37
3037,ENSMUSG00000077737,Snord72,ENSG00000212296,SNORD72
3038,ENSMUSG00000068706,Gm10250,,
3039,ENSMUSG00000050697,Prkaa1,ENSG00000132356,PRKAA1
3040,ENSMUSG00000080779,Gm8731,,
3041,ENSMUSG00000112251,Gm47488,,
3042,ENSMUSG00000119139,n-R5s58,,
3043,ENSMUSG00000031510,1700128E19Rik,,
3044,ENSMUSG00000094601,Gm5926,ENSG00000147059,SPIN2A
3045,ENSMUSG00000094601,Gm5926,ENSG00000186787,SPIN2B
3046,ENSMUSG00000087321,Gm5353,,
3047,ENSMUSG00000021010,Npas3,ENSG00000151322,NPAS3
3048,ENSMUSG00000024302,Dtna,ENSG00000134769,DTNA
3049,ENSMUSG00000022705,Drd3,ENSG00000151577,DRD3
3050,ENSMUSG00000083327,Vcp-rs,,
3051,ENSMUSG00000110313,Gm45420,,
3052,ENSMUSG00000082996,Gm6238,,
3053,ENSMUSG00000099711,Btbd35f21,,
3054,ENSMUSG00000087532,Gm15938,,
3055,ENSMUSG00000005705,Agrp,ENSG00000159723,AGRP
3056,ENSMUSG00000113649,Gm47665,,
3057,ENSMUSG00000022463,Srebf2,ENSG00000198911,SREBF2
3058,ENSMUSG00000118481,Gm21789,,
3059,ENSMUSG00000113313,Gm32036,,
3060,ENSMUSG00000073016,Uprt,ENSG00000094841,UPRT
3061,ENSMUSG00000113183,Gm47664,,
3062,ENSMUSG00000113557,Gm47657,,
3063,ENSMUSG00000113130,Gm47721,,
3064,ENSMUSG00000097951,Gm7611,,
3065,ENSMUSG00000113168,Gm7614,,
3066,ENSMUSG00000114226,Gm48412,,
3067,ENSMUSG00000114353,Gm7896,,
3068,ENSMUSG00000114314,Gm48413,,
3069,ENSMUSG00000117784,Vmn2r-ps108,,
3070,ENSMUSG00000031340,Gabre,ENSG00000102287,GABRE
3071,ENSMUSG00000114793,Gm48414,,
3072,ENSMUSG00000114816,Gm10323,,
3073,ENSMUSG00000110686,Gm45855,,
3074,ENSMUSG00000071294,Cbx3-ps4,,
3075,ENSMUSG00000038604,Ripor1,ENSG00000039523,RIPOR1
3076,ENSMUSG00000021322,Aoah,ENSG00000136250,AOAH
3077,ENSMUSG00002075199,Gm54424,,
3078,ENSMUSG00000077251,Gm26074,,
3079,ENSMUSG00000116118,Gm49511,,
3080,ENSMUSG00000022671,Mzt2,ENSG00000152082,MZT2B
3081,ENSMUSG00000022671,Mzt2,ENSG00000173272,MZT2A
3082,ENSMUSG00000113179,1700030L22Rik,,
3083,ENSMUSG00000118409,Btbd35f5,,
3084,ENSMUSG00000099407,1700060O08Rik,,
3085,ENSMUSG00000065542,Mir224,,
3086,ENSMUSG00000112549,Gm35818,,
3087,ENSMUSG00000070138,Mir452,,
3088,ENSMUSG00000094115,Spin2-ps6,,
3089,ENSMUSG00000035105,Egln3,ENSG00000129521,EGLN3
3090,ENSMUSG00000084982,Gm15275,,
3091,ENSMUSG00000086246,Gm15274,,
3092,ENSMUSG00000101500,Btbd35f12,,
3093,ENSMUSG00000087224,Gm2182,,
3094,ENSMUSG00000116102,Gm20082,,
3095,ENSMUSG00000114725,Gm2854,,
3096,ENSMUSG00000071637,Cebpd,ENSG00000221869,CEBPD
3097,ENSMUSG00000043453,Magea10,ENSG00000124260,MAGEA10
3098,ENSMUSG00000022704,Qtrt2,ENSG00000151576,QTRT2
3099,ENSMUSG00000112821,1700104L18Rik,,
3100,ENSMUSG00000064605,Gm22220,ENSG00000253000,RNU1-45P
3101,ENSMUSG00002076688,Gm54374,,
3102,ENSMUSG00000112705,Gm47552,,
3103,ENSMUSG00000087649,Gm21979,,
3104,ENSMUSG00000113970,Gm7550,,
3105,ENSMUSG00000085552,Gm21990,,
3106,ENSMUSG00000079649,Gm2892,,
3107,ENSMUSG00000112053,Gm46328,,
3108,ENSMUSG00000112204,Gm47553,,
3109,ENSMUSG00000079297,Gm2223,,
3110,ENSMUSG00000114047,Gm7557,,
3111,ENSMUSG00000087007,Gm2231,,
3112,ENSMUSG00000113947,Gm10465,,
3113,ENSMUSG00000101294,Btbd35f15,,
3114,ENSMUSG00000112145,Gm6218,,
3115,ENSMUSG00000044408,Sptssa,ENSG00000165389,SPTSSA
3116,ENSMUSG00000086668,Gm15273,,
3117,ENSMUSG00000086525,Gm15281,,
3118,ENSMUSG00000085756,Gm15279,,
3119,ENSMUSG00000033906,Zdhhc15,ENSG00000102383,ZDHHC15
3120,ENSMUSG00000106344,Mir1892,,
3121,ENSMUSG00000089432,Mir1966,,
3122,ENSMUSG00000113096,Gm40884,,
3123,ENSMUSG00000098120,Gm5914,,
3124,ENSMUSG00002076888,Gm54375,,
3125,ENSMUSG00000102593,Gm38384,,
3126,ENSMUSG00000005698,Ctcf,ENSG00000102974,CTCF
3127,ENSMUSG00000002020,Ltbp2,ENSG00000119681,LTBP2
3128,ENSMUSG00000114489,Vmn2r-ps109,,
3129,ENSMUSG00000095847,Gm5451,,
3130,ENSMUSG00000114070,Gm47727,,
3131,ENSMUSG00000022369,Mtbp,ENSG00000172167,MTBP
3132,ENSMUSG00000115849,Gm49149,,
3133,ENSMUSG00000114374,Gm7911,,
3134,ENSMUSG00000084648,Gm24378,ENSG00000206726,RNU6-259P
